--------------------------------------------------------------------------------------------------------------------
Turbine Test for Reduced number of cycles
Scenarios: 10
Turbines: 3
Time Limit: 172800
Max Gap: 0.05
-------------------------------------
Status: Unfinished
Profit = 119727
Gap: 72.2424 %
-------------------------------------
 Cycle Period    Power(1)   SoldDA(1)   SoldRT(1)    Power(2)   SoldDA(2)   SoldRT(2)    Power(3)   SoldDA(3)   SoldRT(3)    Power(4)   SoldDA(4)   SoldRT(4)    Power(5)   SoldDA(5)   SoldRT(5)    Power(6)   SoldDA(6)   SoldRT(6)    Power(7)   SoldDA(7)   SoldRT(7)    Power(8)   SoldDA(8)   SoldRT(8)    Power(9)   SoldDA(9)   SoldRT(9)    Power(10)   SoldDA(10)   SoldRT(10)
   361     12     1.12028     0.00000     0.56014     1.12028     0.00000     0.56014     1.71324     0.00000     0.85662     1.85385     0.00000     0.92693     1.85385     0.00000     0.92693     1.71324     0.00000     0.85662     1.85385     0.08253     0.84440     1.71324     0.85662     0.00000     1.71324     0.22339     0.63323     1.85385     0.00000     0.92693
   362      7     0.73275     0.00000     0.36638     0.73275     0.32344     0.04293     0.73275     0.36638     0.00000     0.73275     0.00000     0.36638     0.73275     0.36638     0.00000     0.73275     0.00000     0.36638     0.73275     0.01092     0.35545     0.73275     0.09285     0.27353     0.73275     0.36638     0.00000     0.73275     0.25972     0.10665
   362      8     0.97133     0.00000     0.48566     0.97133     0.27470     0.21096     0.97133     0.48566     0.00000     0.97133     0.00000     0.48566     0.97133     0.48566     0.00000     0.97133     0.18138     0.30429     0.97133     0.48249     0.00317     0.97133     0.05635     0.42931     0.97133     0.48566     0.00000     0.97133     0.00000     0.48566
   362      9     1.45267     0.00000     0.72633     1.34064     0.38164     0.28868     1.45267     0.72633     0.00000     0.00000     0.00000     0.00000     1.45267     0.70624     0.02009     1.45267     0.25198     0.47435     1.34064     0.67032     0.00000     1.45267     0.07829     0.64805     1.45267     0.67578     0.05056     1.45267     0.00000     0.72633
   362     10     1.12028     0.00000     0.56014     1.88127     0.02878     0.91185     1.73027     0.38711     0.47802     1.73027     0.08385     0.78129     1.13802     0.18772     0.38128     1.12028     0.56014     0.00000     1.58619     0.00000     0.79309     1.88127     0.00000     0.94063     1.73027     0.86514     0.00000     1.12028     0.02753     0.53261
   362     11     2.09529     0.00000     1.04764     2.09529     0.00000     1.04764     2.09529     0.00000     1.04764     2.09529     0.00000     1.04764     2.09529     0.00000     1.04764     1.77008     0.00000     0.88504     2.15632     0.00000     1.07816     2.09529     0.00000     1.04764     2.09529     0.00000     1.04764     1.93117     0.00000     0.96559
   362     12     1.06210     0.05585     0.47520     2.04185     0.00000     1.02092     1.87653     0.71606     0.22221     2.25479     0.58108     0.54631     2.04185     0.00000     1.02092     2.04185     0.00051     1.02042     2.04185     0.00000     1.02092     2.04185     0.68076     0.34016     0.70807     0.35403     0.00000     2.19729     0.08803     1.01062
   362     13     2.05470     0.00000     1.02735     2.17755     0.00000     1.08877     2.05470     0.00000     1.02735     1.06210     0.23756     0.29349     2.05470     0.00000     1.02735     2.05470     1.02735     0.00000     2.05470     0.00000     1.02735     2.05470     0.00000     1.02735     2.05470     0.54643     0.48092     2.05470     0.00000     1.02735
   363      7     0.80555     0.40277     0.00000     0.80555     0.33592     0.06686     0.80555     0.00000     0.40277     0.80555     0.00000     0.40277     0.80555     0.25893     0.14385     0.80555     0.40277     0.00000     0.80555     0.04097     0.36180     0.80555     0.00163     0.40114     0.80555     0.00000     0.40277     0.80555     0.05405     0.34872
   363      8     1.06510     0.53255     0.00000     1.06510     0.53255     0.00000     1.06510     0.00000     0.53255     1.06510     0.00000     0.53255     1.06510     0.34235     0.19020     1.06510     0.53255     0.00000     1.30269     0.05418     0.59717     1.06510     0.53255     0.00000     1.06510     0.00000     0.53255     1.06510     0.07147     0.46108
   363      9     1.05570     0.49370     0.03414     1.05570     0.52785     0.00000     1.05570     0.04590     0.48195     1.62719     0.00000     0.81359     1.05570     0.50260     0.02524     1.05570     0.49370     0.03414     1.62719     0.05967     0.75392     1.05570     0.00567     0.52217     1.05570     0.00000     0.52785     1.05570     0.00000     0.52785
   363     10     1.93146     0.82262     0.14311     1.75902     0.87951     0.00000     1.75902     0.07648     0.80303     1.93146     0.00000     0.96573     1.93146     0.83745     0.12828     1.93146     0.82262     0.14311     1.75902     0.09942     0.78009     1.93146     0.00946     0.95628     1.93146     0.00000     0.96573     1.93146     0.00000     0.96573
   363     11     2.45674     0.00000     1.22837     2.37895     0.00000     1.18947     2.45674     0.00000     1.22837     2.45674     0.00000     1.22837     2.37895     0.00000     1.18947     2.45674     0.00000     1.22837     2.37895     0.00000     1.18947     2.37895     0.00000     1.18947     2.15586     0.00000     1.07793     2.15586     0.00000     1.07793
   363     12     2.41041     1.20521     0.00000     2.41041     1.06537     0.13984     2.50554     0.05178     1.20099     2.50554     1.25277     0.00000     2.50554     0.98382     0.26895     2.41041     1.20521    -0.00000     2.57864     0.36246     0.92686     2.57864     1.28932     0.00000     1.87653     0.68712     0.25114     2.24056     0.15185     0.96843
   363     13     2.42294     0.84255     0.36892     2.56621     1.28310     0.00000     1.87653     0.93826     0.00000     2.56621     0.00000     1.28310     2.24056     0.69685     0.42343     2.24056     0.84255     0.27773     2.56621     0.98394     0.29917     2.56621     0.04437     1.23874     1.87653     0.53274     0.40552     2.50456     0.16986     1.08242
   364      6     0.35403     0.16995     0.00707     0.36014     0.13561     0.04446     0.36014     0.18007     0.00000     0.36014     0.18007     0.00000     0.36014     0.17976     0.00031     0.36014     0.17708     0.00299     0.36014     0.00000     0.18007     0.36014     0.17730     0.00277     0.35403     0.17702     0.00000     0.36014     0.17695     0.00312
   364      7     0.83651     0.39466     0.02360     0.83651     0.31493     0.10333     0.83651     0.41826     0.00000     0.83651     0.41826     0.00000     0.83651     0.41826    -0.00000     0.83651     0.41826     0.00000     0.83651     0.00000     0.41826     0.83651     0.41826    -0.00000     0.83651     0.41826     0.00000     0.83651     0.41826    -0.00000
   364      8     0.70807     0.00260     0.35143     1.10071     0.00000     0.55035     1.06210     0.15002     0.38103     0.70807     0.35403     0.00000     1.10071     0.00000     0.55035     1.10071     0.51179     0.03856     1.10071     0.00000     0.55035     1.35610     0.28924     0.38880     1.10071     0.55035     0.00000     1.10071     0.36124     0.18911
   364      9     1.78821     0.00257     0.89154     1.78821     0.00000     0.89411     1.08750     0.14822     0.39553     1.08750     0.49748     0.04628     1.78821     0.00000     0.89411     1.08750     0.54375     0.00000     1.08750     0.00000     0.54375     1.08750     0.28577     0.25798     1.08750     0.54375     0.00000     1.08750     0.49959     0.04416
   364     10     1.80547     0.00000     0.90273     1.80547     0.04055     0.86218     1.98553     0.01417     0.97859     1.80547     0.87505     0.02768     1.98553     0.00000     0.99276     1.98553     0.48072     0.51205     1.98553     0.00000     0.99276     1.26605     0.63303     0.00000     1.98553     0.30394     0.68882     1.98553     0.99276     0.00000
   364     11     2.20197     0.95109     0.14990     2.51839     1.21565     0.04355     2.43716     1.21858     0.00000     2.20197     0.27490     0.82609     2.20197     0.93240     0.16858     2.33338     1.16669     0.00000     1.06210     0.00000     0.53105     2.51839     0.83748     0.42171     2.51839     1.18635     0.07284     2.51839     0.00128     1.25792
   364     12     2.62303     1.24795     0.06357     2.62303     1.28548     0.02604     2.62303     1.31152     0.00000     2.62303     0.32632     0.98520     2.54779     1.23552     0.03837     2.62303     1.31152     0.00000     2.62303     1.24322     0.06829     2.44988     0.89008     0.33486     2.54779     1.27389     0.00000     2.62303     0.00122     1.31030
   364     13     2.58830     0.23693     1.05722     2.58830     0.86111     0.43304     2.58830     1.29415     0.00000     2.58830     0.34079     0.95336     2.58830     0.03025     1.26390     2.58830     1.29415     0.00000     2.58830     0.15831     1.13584     2.24056     0.92956     0.19073     2.24056     0.66842     0.45187     2.58830     0.00127     1.29288
   365      6     0.36916     0.00000     0.18458     0.35403     0.02944     0.14758     0.35403     0.17702     0.00000     0.35403     0.07814     0.09887     0.36916     0.00000     0.18458     0.36916     0.15566     0.02892     0.36916     0.04011     0.14447     0.36916     0.00000     0.18458     0.36916     0.00000     0.18458     0.35403     0.17702     0.00000
   365      7     0.86060     0.03601     0.39429     0.86060     0.43030     0.00000     0.86060     0.43030     0.00000     0.86060     0.18995     0.24035     0.86060     0.39613     0.03417     0.86060     0.43030     0.00000     0.86060     0.09751     0.33279     0.86060     0.40658     0.02372     0.86060     0.40658     0.02372     0.86060     0.43030     0.00000
   365      8     1.25821     0.00000     0.62910     1.25821     0.00000     0.62910     1.36324     0.68162     0.00000     1.36324     0.00000     0.68162     1.36324     0.00000     0.68162     0.70807     0.00000     0.35403     1.25821     0.00000     0.62910     1.25821     0.05144     0.57766     1.25821     0.05144     0.57766     1.36324     0.00000     0.68162
   365      9     1.11454     0.00000     0.55727     1.73281     0.00000     0.86640     1.11454     0.55727     0.00000     1.11454     0.00000     0.55727     1.11454     0.00000     0.55727     1.11454     0.00000     0.55727     1.57863     0.00000     0.78931     1.11454     0.04206     0.51521     1.11454     0.04206     0.51521     1.11454     0.00000     0.55727
   365     10     1.84619     0.00000     0.92309     2.03293     0.00000     1.01647     1.84619     0.00000     0.92309     1.84619     0.00000     0.92309     1.06210     0.00000     0.53105     1.84619     0.00000     0.92309     1.84619     0.00000     0.92309     2.34513     0.00000     1.17256     1.06210     0.00000     0.53105     2.03293     0.00000     1.01647
   365     11     2.48895     0.00000     1.24448     2.24056     0.00000     1.12028     2.24056     0.00000     1.12028     2.48895     0.00000     1.24448     2.48895     0.00000     1.24448     2.48895     0.00000     1.24448     2.24056     0.00000     1.12028     2.24306     0.00000     1.12153     1.87653     0.00000     0.93826     2.24056     0.00000     1.12028
   365     12     2.66148     0.00000     1.33074     2.48406     0.00000     1.24203     1.87653     0.00000     0.93826     2.66148     0.00000     1.33074     2.66148     0.00000     1.33074     2.66148     0.00000     1.33074     2.66148     0.39752     0.93322     2.24056     1.12028     0.00000     2.66148     1.12028     0.21046     2.66148     0.00000     1.33074
   366      6     0.40006     0.00000     0.20003     0.40006     0.20003     0.00000     0.40006     0.00000     0.20003     0.40006     0.17368     0.02636     0.40006     0.00000     0.20003     0.40006     0.00000     0.20003     0.40006     0.07657     0.12346     0.40006     0.00000     0.20003     0.40006     0.00000     0.20003     0.40006     0.00000     0.20003
   366      7     0.94782     0.47391     0.00000     1.16891     0.44187     0.14258     0.94782     0.47391     0.00000     0.94782     0.38847     0.08544     0.94782     0.47391     0.00000     0.94782     0.00000     0.47391     0.94782     0.47391     0.00000     0.94782     0.47391     0.00000     1.16891     0.47391     0.11054     0.94782     0.47391     0.00000
   366      8     1.40863     0.70431     0.00000     1.72942     0.65741     0.20730     1.54231     0.69901     0.07215     1.54231     0.57797     0.19319     1.54231     0.69424     0.07692     1.40863     0.00000     0.70431     1.54231     0.77115     0.00000     1.54231     0.69666     0.07449     1.72942     0.86471     0.00000     1.72942     0.69475     0.16996
   366      9     2.20085     0.84075     0.25968     2.20085     0.65610     0.44432     2.20085     1.10043     0.00000     2.28932     1.14466     0.00000     2.20085     0.28413     0.81629     2.20085     1.10043     0.00000     2.20085     0.87150     0.22892     2.20085     0.25331     0.84712     2.20085     1.02568     0.07475     2.28932     1.09175     0.05291
   366     10     2.68713     0.00000     1.34357     2.68713     0.74381     0.59976     2.68713     1.24753     0.09604     2.68713     1.34357     0.00000     2.58357     0.00000     1.29178     2.68713     0.00000     1.34357     2.68713     1.34357     0.00000     2.68713     0.28717     1.05640     2.68713     1.16279     0.18077     2.68713     1.34357    -0.00000
   366     11     2.95382     0.00000     1.47691     2.84830     0.00000     1.42415     2.95382     0.10385     1.37306     2.95382     0.00000     1.47691     2.84830     0.00000     1.42415     2.95382     0.00000     1.47691     2.95382     1.47691     0.00000     2.84830     0.00000     1.42415     2.84830     0.36346     1.06069     2.95382     0.00000     1.47691
   366     12     2.89807     1.44903     0.00000     2.89807     1.44903    -0.00000     2.89807     1.44903     0.00000     2.89807     1.44903    -0.00000     2.97422     1.44903     0.03808     2.89807     1.44903     0.00000     2.89807     1.44903     0.00000     2.89807     1.44903     0.00000     2.89807     1.44903    -0.00000     2.89807     1.44903    -0.00000
   366     13     2.94982     0.55134     0.92357     2.87297     0.60237     0.83411     2.87297     0.00000     1.43648     2.94982     1.12028     0.35463     2.24056     1.12028     0.00000     2.24056     0.00000     1.12028     2.87297     0.01105     1.42543     2.94982     0.00000     1.47491     2.87297     0.00000     1.43648     2.94982     1.00991     0.46499
   705      7     0.73877     0.05707     0.31232     0.73877     0.00000     0.36938     0.73877     0.36938     0.00000     0.73877     0.36938     0.00000     0.73877     0.36938     0.00000     0.73877     0.36938     0.00000     0.73877     0.36938     0.00000     0.73877     0.36938     0.00000     0.73877     0.36938     0.00000     0.73877     0.20426     0.16512
   705      8     0.97782     0.36850     0.12041     0.97782     0.34142     0.14749     0.97782     0.04779     0.44112     0.97782     0.48891     0.00000     0.97782     0.48656     0.00235     0.97782     0.48891     0.00000     0.97782     0.48891     0.00000     0.97782     0.17463     0.31428     0.97782     0.28711     0.20179     0.97782     0.48891     0.00000
   705      9     1.46234     0.71719     0.01398     1.46234     0.71405     0.01712     1.34885     0.67442     0.00000     1.46234     0.71316     0.01801     1.34885     0.67442     0.00000     1.53477     0.67673     0.09066     1.53477     0.76739     0.00000     1.46234     0.67442     0.05674     1.46234     0.67442     0.05674     1.46234     0.73117     0.00000
   705     10     1.59343     0.00000     0.79671     1.12028     0.00000     0.56014     1.73870     0.00000     0.86935     1.14225     0.13130     0.43982     1.14225     0.01777     0.55335     1.89191     0.00000     0.94595     1.12028     0.56014     0.00000     1.14225     0.00000     0.57112     1.14225     0.00000     0.57112     1.73870     0.00000     0.86935
   705     11     1.93777     0.88830     0.08059     1.93777     0.88826     0.08062     1.77580     0.88790     0.00000     1.93777     0.90485     0.06403     1.77580     0.88790     0.00000     1.93777     0.88528     0.08360     1.93777     0.96888     0.00000     1.93777     0.88814     0.08075     1.93777     0.88730     0.08159     1.77580     0.88790     0.00000
   705     12     2.20295     0.23435     0.86712     2.20295     0.25133     0.85014     2.04633     0.14205     0.88112     2.26073     0.35136     0.77901     2.04633     1.02316     0.00000     2.04633     0.95153     0.07164     2.20295     0.00072     1.10076     2.20295     0.30263     0.79885     2.20295     0.95935     0.14213     2.04633     1.02316     0.00000
   705     13     1.06210     0.53105     0.00000     2.05718     0.53982     0.48877     2.05718     0.46133     0.56726     1.87653     0.61749     0.32077     2.05718     0.77928     0.24931     2.05718     0.76545     0.26314     1.06210     0.53105     0.00000     2.05718     0.51927     0.50932     1.51250     0.75625     0.00000     1.87653     0.93826     0.00000
   706      7     0.77889     0.17428     0.21516     0.77889     0.00000     0.38945     0.77889     0.00000     0.38945     0.77889     0.00000     0.38945     0.77889     0.00000     0.38945     0.77889     0.31457     0.07488     0.77889     0.00000     0.38945     0.77889     0.38945     0.00000     0.77889     0.00000     0.38945     0.77889     0.00000     0.38945
   706      8     0.35403     0.17702     0.00000     1.02946     0.00000     0.51473     1.02946     0.00000     0.51473     1.02946     0.00000     0.51473     1.02946     0.00000     0.51473     1.02946     0.31950     0.19523     1.02946     0.00000     0.51473     1.02946     0.39556     0.11918     1.02946     0.00000     0.51473     1.02946     0.00000     0.51473
   706      9     0.00000     0.00000     0.00000     1.55755     0.00000     0.77878     1.70485     0.22419     0.62824     1.55755     0.00000     0.77878     1.55755     0.00000     0.77878     1.42974     0.00000     0.71487     1.64351     0.00000     0.82175     1.55755     0.30878     0.46999     1.55755     0.77878     0.00000     1.42974     0.00000     0.71487
   706     10     1.12028     0.34035     0.21979     1.12028     0.00000     0.56014     1.19633     0.59476     0.00340     1.19633     0.00000     0.59817     1.12028     0.02308     0.53706     1.19633     0.59817     0.00000     1.12028     0.00000     0.56014     1.19633     0.58948     0.00869     1.12028     0.56014     0.00000     1.12028     0.23593     0.32421
   706     11     0.70807     0.00000     0.35403     2.32189     0.00000     1.16095     2.05500     1.02750     0.00000     2.04313     0.00000     1.02156     2.05500     0.00000     1.02750     2.16185     0.72572     0.35520     2.05500     0.00000     1.02750     2.05500     0.00000     1.02750     2.05500     0.45268     0.57483     1.06210     0.00000     0.53105
   706     12     2.16908     0.00000     1.08454     2.27253     0.00000     1.13626     2.16908     0.80360     0.28094     2.16908     0.00000     1.08454     1.06210     0.00000     0.53105     2.42355     0.56758     0.64420     2.42355     0.00000     1.21178     2.42355     0.00000     1.21178     0.70807     0.35403     0.00000     2.27253     0.00000     1.13626
   706     13     2.18114     0.00000     1.09057     0.70807     0.00000     0.35403     2.39167     0.36786     0.82798     2.18114     0.00000     1.09057     2.39167     0.00000     1.19584     0.70807     0.35403    -0.00000     2.26503     0.00000     1.13251     2.26503     0.26844     0.86408     2.39167     0.00000     1.19584     2.39167     0.00000     1.19584
   707      6     0.35403     0.06926     0.10776     0.35403     0.00000     0.17702     0.35899     0.17949     0.00000     0.35899     0.00382     0.17568     0.35403     0.00030     0.17672     0.35403     0.00000     0.17702     0.35403     0.00000     0.17702     0.35403     0.16781     0.00921     0.35403     0.15061     0.02641     0.35403     0.06810     0.10891
   707      7     0.83437     0.41718     0.00000     0.83437     0.31573     0.10145     0.83437     0.41718     0.00000     0.83437     0.41718     0.00000     0.83437     0.41718     0.00000     0.83437     0.31573     0.10145     0.83437     0.00000     0.41718     0.83437     0.41718    -0.00000     0.83437     0.41718     0.00000     0.83437     0.41718     0.00000
   707      8     0.00000     0.00000     0.00000     1.09910     0.00000     0.54955     1.09910     0.00000     0.54955     1.09910     0.00000     0.54955     1.09910     0.29148     0.25807     0.00000     0.00000     0.00000     0.70807     0.00000     0.35403     1.09910     0.06567     0.48388     0.00000     0.00000     0.00000     1.09910     0.54955     0.00000
   707      9     1.68304     0.57310     0.26842     1.68304     0.11730     0.72422     1.78681     0.83390     0.05951     1.08682     0.54341     0.00000     1.68304     0.84152     0.00000     1.68304     0.11730     0.72422     1.68304     0.00000     0.84152     1.68304     0.84152     0.00000     1.68304     0.81384     0.02768     1.68304     0.84152     0.00000
   707     10     2.20362     1.05645     0.04536     2.20362     1.10181     0.00000     2.20362     0.95867     0.14314     1.98561     0.00000     0.99280     2.20362     1.10181     0.00000     2.20362     1.10181     0.00000     1.80554     0.18622     0.71655     2.20362     0.99024     0.11156     1.98561     0.99280     0.00000     2.20362     1.04219     0.05962
   707     11     2.51982     1.19400     0.06592     2.51982     1.25991     0.00000     2.51982     1.05192     0.20799     1.06210     0.00000     0.53105     2.51982     1.25991     0.00000     2.51982     1.25991     0.00000     2.51982     0.21294     1.04697     2.51982     1.09780     0.16211     2.20304     1.10152     0.00000     2.51982     1.17328     0.08663
   707     12     2.62481     0.00000     1.31241     2.62481     0.00000     1.31241     2.62481     0.00000     1.31241     2.62481     0.00000     1.31241     2.54948     1.27474     0.00000     2.45146     0.00000     1.22573     2.24056     0.00000     1.12028     2.62481     0.43380     0.87860     2.45146     0.00000     1.22573     2.45146     0.72095     0.50478
   707     13     1.87653     0.16858     0.76969     2.44353     0.00000     1.22176     2.58897     0.53127     0.76321     2.58897     0.00829     1.28620     1.87653     0.00427     0.93400     2.58897     0.00000     1.29448     2.24056     0.00000     1.12028     0.70807     0.35403     0.00000     2.58897     0.31053     0.98395     1.87653     0.23460     0.70366
   708      6     0.38387     0.19194     0.00000     0.38387     0.19194     0.00000     0.38387     0.19194     0.00000     0.38387     0.19194     0.00000     0.38387     0.12544     0.06650     0.38387     0.00000     0.19194     0.38387     0.19194     0.00000     0.38387     0.11939     0.07254     0.38387     0.19194     0.00000     0.38387     0.19194     0.00000
   708      7     0.90126     0.00688     0.44375     0.90126     0.45063     0.00000     0.90126     0.13469     0.31594     0.90126     0.45063     0.00000     0.70807     0.29945     0.05458     0.00000     0.00000     0.00000     0.90126     0.07705     0.37358     0.90126     0.28502     0.16561     0.90126     0.41967     0.03096     0.53491     0.04109     0.22636
   708      8     1.32825     0.00000     0.66412     1.44659     0.00000     0.72329     1.32825     0.00000     0.66412     1.55074     0.00000     0.77537     1.44659     0.00000     0.72329     1.44659     0.00000     0.72329     1.44659     0.00000     0.72329     1.60858     0.00000     0.80429     1.60858     0.00000     0.80429     1.44659     0.00000     0.72329
   708      9     1.12028     0.00000     0.56014     1.96012     0.00000     0.98006     1.12028     0.00000     0.56014     1.12028     0.00000     0.56014     1.16513     0.00000     0.58256     1.12028     0.00000     0.56014     1.12028     0.00000     0.56014     1.12028     0.00000     0.56014     1.16513     0.00000     0.58256     1.12028     0.00000     0.56014
   708     10     2.50849     0.72005     0.53420     2.50849     1.07439     0.17986     2.15409     1.07704     0.00000     2.50849     1.25425     0.00000     2.15409     0.70835     0.36870     2.50849     1.03205     0.22219     2.50849     1.25425     0.00000     2.15409     1.07704     0.00000     2.50849     0.46383     0.79041     2.50849     0.77894     0.47531
   708     11     2.54439     0.57152     0.70068     2.66539     1.27058     0.06212     2.54439     1.27219     0.00000     2.48519     1.24259     0.00000     2.54439     0.39678     0.87541     2.76011     1.23740     0.14265     2.76011     1.38005     0.00000     2.24056     0.96804     0.15224     2.54439     0.02470     1.24750     2.66539     0.69720     0.63550
   708     12     2.24056     0.30348     0.81680     2.78268     1.29736     0.09398     2.78268     0.00131     1.39003     2.24056     0.43885     0.68144     2.24056     1.12028     0.00000     2.86982     0.21805     1.21686     2.24056     1.12028     0.00000     2.78268     0.13225     1.25909     2.24056     0.40704     0.71324     2.63278     0.98050     0.33589
   708     13     2.24056     0.30957     0.81071     2.64682     1.32341     0.00000     2.43816     0.00133     1.21775     2.64682     0.39620     0.92721     2.02285     1.01142     0.00000     2.66850     0.22243     1.11182     2.43816     1.14278     0.07630     2.02285     0.13491     0.87651     2.24056     0.36749     0.75279     2.43816     1.00019     0.21890
   709      6     0.41227     0.00000     0.20613     0.41227     0.00000     0.20613     0.41227     0.00000     0.20613     0.41227     0.00000     0.20613     0.41227     0.00000     0.20613     0.41227     0.00000     0.20613     0.41227     0.00000     0.20613     0.35403     0.00000     0.17702     0.35403     0.00000     0.17702     0.35403     0.00000     0.17702
   709      7     0.97805     0.00000     0.48903     0.97805     0.00000     0.48903     0.97805     0.00000     0.48903     0.97805     0.00000     0.48903     0.97805     0.00000     0.48903     0.97805     0.00000     0.48903     0.97805     0.00000     0.48903     0.97805     0.00000     0.48903     1.21425     0.00000     0.60713     0.97805     0.00000     0.48903
   709      8     1.59745     0.00000     0.79872     1.59745     0.00000     0.79872     1.72103     0.00000     0.86051     1.59745     0.00000     0.79872     1.59745     0.34894     0.44978     1.59745     0.79872     0.00000     1.59745     0.38267     0.41605     1.59745     0.00000     0.79872     1.59745     0.00000     0.79872     1.59745     0.00000     0.79872
   709      9     2.37160     0.00000     1.18580     2.27720     0.00000     1.13860     2.27720     0.00000     1.13860     1.81489     0.00000     0.90744     2.27720     0.00000     1.13860     2.37160     0.00000     1.18580     2.37160     0.00000     1.18580     2.01092     0.00000     1.00546     2.27720     0.00000     1.13860     2.37160     0.00000     1.18580
   709     10     2.66463     0.00000     1.33231     2.66463     0.00000     1.33231     2.66463     0.00000     1.33231     2.24056     0.00000     1.12028     2.52791     0.65418     0.60977     2.52791     1.26396     0.00000     2.66463     0.45093     0.88139     2.66463     0.00000     1.33231     2.52791     0.00000     1.26396     2.66463     0.00000     1.33231
   709     11     2.93220     0.00000     1.46610     2.24056     0.00000     1.12028     2.93220     0.00000     1.46610     2.24056     0.00000     1.12028     2.93220     0.59761     0.86849     2.93220     1.46610     0.00000     2.93220     0.72831     0.73779     2.93220     0.00000     1.46610     2.93220     0.00000     1.46610     2.93220     0.00000     1.46610
   709     12     2.99623     0.00000     1.49811     2.99623     0.00000     1.49811     2.99623     0.00000     1.49811     2.99623     0.00000     1.49811     2.99623     0.61066     0.88745     2.99623     1.49811     0.00000     2.99623     0.74421     0.75390     2.99623     0.00000     1.49811     2.99623     0.00000     1.49811     2.99623     0.00000     1.49811
   709     13     2.99224     0.01696     1.47917     2.99224     0.00000     1.49612     2.99224     0.18297     1.31315     3.04629     0.00000     1.52315     2.99224     1.49612     0.00000     2.99224     1.49612     0.00000     2.99224     1.42106     0.07506     2.99224     1.49612     0.00000     2.99224     0.00000     1.49612     2.99224     0.90887     0.58725
   710      6     0.70807     0.00000     0.35403     0.73398     0.00000     0.36699     0.73398     0.00000     0.36699     0.73398     0.00000     0.36699     0.73398     0.00000     0.36699     0.73398     0.00000     0.36699     0.73398     0.00000     0.36699     0.43722     0.00000     0.21861     0.73398     0.00000     0.36699     0.73398     0.00000     0.36699
   710      7     1.31792     0.38947     0.26949     1.04716     0.00000     0.52358     1.31792     0.51911     0.13985     0.70807     0.33473     0.01930     1.04716     0.52358     0.00000     1.31792     0.00000     0.65896     1.04716     0.00000     0.52358     1.31792     0.00043     0.65853     1.06210     0.02685     0.50420     1.31792     0.44091     0.21805
   710      8     1.08797     0.54399     0.00000     1.08797     0.00000     0.54399     1.08797     0.36265     0.18133     1.57059     0.23385     0.55144     1.08797     0.36578     0.17820     1.08797     0.00000     0.54399     1.08797     0.00000     0.54399     1.87650     0.93825     0.00000     1.87650     0.01876     0.91949     1.73517     0.49185     0.37573
   710      9     2.59207     0.00000     1.29604     2.59207     0.00000     1.29604     2.59207     0.00000     1.29604     2.59207     0.00000     1.29604     2.59207     0.00000     1.29604     1.51250     0.00000     0.75625     2.59207     0.00000     1.29604     1.06210     0.00000     0.53105     2.59207     0.00000     1.29604     2.59207     0.00000     1.29604
   710     10     3.01853     0.01310     1.49616     2.89384     0.00000     1.44692     2.89384     0.01131     1.43562     2.89384     0.00000     1.44692     2.89384     0.00000     1.44692     2.89384     0.00000     1.44692     2.89384     0.00000     1.44692     2.89384     1.44692     0.00000     3.01853     0.00000     1.50926     3.01853     0.00000     1.50926
   710     11     3.24844     1.31121     0.31300     3.10613     0.00000     1.55307     3.10613     1.55307    -0.00000     3.10613     1.55307     0.00000     3.10613     0.00000     1.55307     3.10613     0.10442     1.44864     3.10613     0.32608     1.22699     3.10613     1.55307     0.00000     3.10613     0.00000     1.55307     3.24844     0.11428     1.50994
   710     12     3.28870     0.00000     1.64435     3.43849     0.00000     1.71924     0.00000     0.00000     0.00000     3.28870     0.00000     1.64435     3.28870     0.00000     1.64435     3.28870     0.00000     1.64435     3.39938     0.00000     1.69969     3.28870     0.00000     1.64435     3.28870     0.00000     1.64435     3.28870     0.00000     1.64435
   710     13     3.28718     0.00000     1.64359     3.28718     0.00000     1.64359     3.28718     0.00000     1.64359     0.00000     0.00000     0.00000     3.28718     0.00000     1.64359     3.28718     0.00000     1.64359     3.28718     0.00000     1.64359     3.28718     0.00000     1.64359     3.28718     0.00000     1.64359     3.28718     0.00000     1.64359
   711      6     0.79053     0.00000     0.39527     0.79053     0.00000     0.39527     0.46550     0.00000     0.23275     0.79053     0.00000     0.39527     0.79053     0.00000     0.39527     0.79053     0.00000     0.39527     0.79053     0.00000     0.39527     0.46550     0.00000     0.23275     0.70807     0.00000     0.35403     0.79053     0.00000     0.39527
   711      7     1.12370     0.00000     0.56185     0.70807     0.00000     0.35403     0.70807     0.00000     0.35403     0.64612     0.00000     0.32306     0.70807     0.00000     0.35403     1.12370     0.00000     0.56185     0.70807     0.00000     0.35403     1.12370     0.00000     0.56185     0.64612     0.00000     0.32306     1.43272     0.00000     0.71636
   711      8     1.16369     0.00000     0.58185     1.16369     0.00000     0.58185     1.16369     0.00000     0.58185     1.16369     0.00000     0.58185     1.12028     0.00000     0.56014     1.12028     0.05172     0.50842     1.16369     0.00000     0.58185     1.16369     0.00000     0.58185     1.12028     0.56014     0.00000     1.12028     0.00351     0.55663
